distrito,codigo_seccion,habitantes,mujer_sola_16_64,hombre_solo_16_64,mujer_sola_65omas,hombre_solo_65omas,mujer_con_menores,hombre_con_menores,pareja_16_64_sin_menores,pareja_1_65omas_sin_menores,pareja_con_1menor,pareja_con_2menores,pareja_con_3omas_menores,2adultos35omas_1joven_sin_menores,2adultos35omas_1joven_1menor,2adultos35omas_1joven_2omas_menores,3adultos_con_sin_menores,2adultos35omas_2jovenes_sin_menores,2adultos35omas_2jovenes_1menor,2adultos35omas_2jovenes_2omas_menores,4adultos_con_sin_menores,5omas_adultos,hogar_15omas,menores_solos
16. Hortaleza,16114,1125.0,127.0,151.0,25.0,17.0,46.0,22.0,156.0,41.0,120.0,138.0,23.0,43.0,37.0,11.0,60.0,41.0,12.0,1.0,22.0,23.0,4.0,5.0
16. Hortaleza,16115,636.0,54.0,64.0,37.0,13.0,28.0,4.0,89.0,41.0,74.0,78.0,11.0,20.0,25.0,9.0,27.0,28.0,4.0,0.0,12.0,15.0,0.0,3.0
16. Hortaleza,16116,726.0,89.0,99.0,16.0,2.0,35.0,10.0,112.0,37.0,86.0,103.0,17.0,15.0,23.0,2.0,40.0,8.0,1.0,1.0,16.0,12.0,0.0,2.0
16. Hortaleza,16117,896.0,55.0,67.0,20.0,12.0,43.0,6.0,116.0,41.0,121.0,124.0,34.0,47.0,42.0,9.0,53.0,48.0,7.0,2.0,24.0,24.0,0.0,1.0
16. Hortaleza,16118,822.0,60.0,65.0,8.0,6.0,34.0,15.0,105.0,25.0,95.0,112.0,33.0,43.0,28.0,10.0,40.0,63.0,15.0,3.0,26.0,36.0,0.0,0.0
16. Hortaleza,16119,1050.0,127.0,136.0,23.0,13.0,44.0,12.0,167.0,42.0,127.0,161.0,42.0,29.0,26.0,12.0,33.0,23.0,3.0,2.0,15.0,12.0,0.0,1.0
16. Hortaleza,16120,717.0,60.0,84.0,17.0,10.0,42.0,7.0,114.0,37.0,82.0,84.0,5.0,44.0,38.0,5.0,34.0,22.0,3.0,1.0,10.0,18.0,0.0,0.0
16. Hortaleza,16121,617.0,50.0,53.0,33.0,9.0,21.0,4.0,74.0,65.0,44.0,46.0,9.0,45.0,21.0,7.0,41.0,54.0,8.0,1.0,14.0,18.0,0.0,0.0
16. Hortaleza,16122,660.0,48.0,47.0,10.0,12.0,37.0,13.0,79.0,37.0,76.0,102.0,23.0,26.0,24.0,9.0,38.0,46.0,2.0,3.0,13.0,15.0,0.0,0.0
16. Hortaleza,16123,680.0,31.0,45.0,13.0,7.0,24.0,13.0,49.0,39.0,41.0,90.0,55.0,39.0,24.0,15.0,53.0,52.0,16.0,5.0,25.0,43.0,0.0,1.0
16. Hortaleza,16124,1016.0,79.0,125.0,11.0,9.0,38.0,11.0,151.0,33.0,173.0,170.0,44.0,26.0,21.0,11.0,39.0,26.0,8.0,5.0,23.0,13.0,0.0,0.0
16. Hortaleza,16125,741.0,44.0,50.0,24.0,12.0,33.0,5.0,102.0,40.0,74.0,110.0,35.0,27.0,32.0,5.0,45.0,44.0,10.0,2.0,17.0,27.0,1.0,2.0
16. Hortaleza,16126,584.0,35.0,48.0,12.0,2.0,41.0,13.0,52.0,21.0,72.0,133.0,28.0,18.0,15.0,5.0,31.0,17.0,4.0,2.0,13.0,22.0,0.0,0.0
16. Hortaleza,16127,524.0,38.0,46.0,17.0,11.0,20.0,13.0,61.0,38.0,53.0,61.0,17.0,19.0,25.0,10.0,31.0,28.0,6.0,1.0,15.0,13.0,0.0,1.0
16. Hortaleza,16128,726.0,60.0,63.0,4.0,5.0,36.0,13.0,87.0,15.0,123.0,175.0,26.0,26.0,18.0,7.0,25.0,13.0,4.0,2.0,10.0,12.0,0.0,2.0
16. Hortaleza,16129,953.0,97.0,126.0,5.0,4.0,49.0,17.0,130.0,15.0,147.0,189.0,61.0,19.0,20.0,10.0,27.0,16.0,2.0,1.0,11.0,7.0,0.0,0.0
16. Hortaleza,16130,1037.0,102.0,144.0,4.0,5.0,46.0,20.0,167.0,16.0,173.0,209.0,36.0,20.0,13.0,6.0,33.0,11.0,0.0,1.0,22.0,8.0,0.0,1.0
16. Hortaleza,16131,943.0,54.0,79.0,6.0,2.0,29.0,16.0,129.0,20.0,162.0,233.0,63.0,30.0,22.0,12.0,27.0,28.0,5.0,0.0,11.0,12.0,0.0,3.0
16. Hortaleza,16132,725.0,53.0,83.0,3.0,1.0,34.0,12.0,101.0,9.0,136.0,167.0,36.0,17.0,9.0,6.0,23.0,10.0,2.0,1.0,10.0,8.0,0.0,4.0
16. Hortaleza,16133,538.0,49.0,43.0,22.0,7.0,19.0,13.0,61.0,51.0,45.0,68.0,20.0,29.0,14.0,6.0,25.0,29.0,7.0,1.0,12.0,16.0,0.0,1.0
16. Hortaleza,16134,799.0,39.0,58.0,10.0,7.0,28.0,4.0,119.0,37.0,95.0,155.0,35.0,42.0,15.0,14.0,47.0,39.0,6.0,4.0,17.0,27.0,0.0,1.0
17. Villaverde,17002,458.0,19.0,23.0,50.0,8.0,10.0,2.0,39.0,85.0,12.0,16.0,4.0,29.0,14.0,6.0,48.0,22.0,6.0,2.0,22.0,41.0,0.0,0.0
17. Villaverde,17003,497.0,28.0,33.0,52.0,17.0,10.0,3.0,58.0,74.0,21.0,7.0,4.0,33.0,11.0,3.0,39.0,22.0,5.0,2.0,28.0,47.0,0.0,0.0
17. Villaverde,17004,897.0,69.0,81.0,90.0,31.0,26.0,3.0,111.0,88.0,56.0,28.0,12.0,43.0,19.0,12.0,75.0,31.0,7.0,8.0,36.0,71.0,0.0,0.0
17. Villaverde,17006,591.0,29.0,41.0,67.0,21.0,11.0,0.0,65.0,75.0,35.0,18.0,6.0,37.0,14.0,10.0,49.0,22.0,9.0,3.0,25.0,54.0,0.0,0.0
17. Villaverde,17007,347.0,25.0,23.0,33.0,6.0,6.0,1.0,45.0,47.0,18.0,10.0,4.0,17.0,9.0,5.0,31.0,14.0,3.0,3.0,21.0,26.0,0.0,0.0
17. Villaverde,17008,535.0,29.0,45.0,52.0,8.0,11.0,1.0,53.0,57.0,29.0,21.0,13.0,31.0,13.0,9.0,48.0,21.0,5.0,1.0,43.0,43.0,0.0,2.0
17. Villaverde,17009,346.0,23.0,14.0,23.0,7.0,9.0,0.0,42.0,44.0,15.0,15.0,3.0,16.0,5.0,7.0,33.0,24.0,5.0,3.0,22.0,36.0,0.0,0.0
17. Villaverde,17010,457.0,34.0,27.0,45.0,14.0,7.0,1.0,42.0,65.0,25.0,19.0,8.0,33.0,11.0,4.0,38.0,19.0,4.0,3.0,25.0,32.0,0.0,1.0
17. Villaverde,17011,478.0,35.0,36.0,57.0,14.0,11.0,3.0,40.0,50.0,21.0,16.0,3.0,25.0,13.0,6.0,41.0,19.0,6.0,3.0,29.0,49.0,1.0,0.0
17. Villaverde,17012,585.0,29.0,29.0,71.0,18.0,11.0,1.0,62.0,82.0,19.0,18.0,8.0,39.0,18.0,7.0,44.0,20.0,6.0,4.0,29.0,69.0,0.0,1.0
17. Villaverde,17013,356.0,28.0,22.0,42.0,14.0,6.0,0.0,47.0,41.0,13.0,10.0,2.0,31.0,6.0,6.0,28.0,16.0,1.0,3.0,19.0,20.0,1.0,0.0
17. Villaverde,17014,419.0,23.0,27.0,28.0,9.0,11.0,1.0,51.0,50.0,28.0,16.0,9.0,25.0,12.0,6.0,47.0,15.0,6.0,2.0,16.0,36.0,0.0,1.0
17. Villaverde,17015,520.0,37.0,41.0,44.0,19.0,13.0,3.0,54.0,53.0,28.0,21.0,10.0,41.0,11.0,8.0,47.0,21.0,6.0,1.0,27.0,34.0,0.0,1.0
17. Villaverde,17016,359.0,23.0,26.0,48.0,9.0,9.0,0.0,47.0,55.0,16.0,7.0,4.0,14.0,9.0,5.0,32.0,14.0,1.0,0.0,12.0,27.0,0.0,1.0
17. Villaverde,17017,431.0,15.0,19.0,41.0,8.0,5.0,0.0,39.0,86.0,13.0,16.0,6.0,40.0,14.0,4.0,45.0,23.0,5.0,1.0,25.0,26.0,0.0,0.0
17. Villaverde,17018,431.0,27.0,32.0,58.0,8.0,10.0,1.0,67.0,35.0,25.0,15.0,12.0,15.0,8.0,6.0,42.0,10.0,1.0,4.0,23.0,32.0,0.0,0.0
17. Villaverde,17019,373.0,30.0,28.0,41.0,11.0,5.0,2.0,42.0,50.0,15.0,14.0,3.0,23.0,10.0,1.0,32.0,17.0,6.0,0.0,19.0,22.0,1.0,1.0
17. Villaverde,17020,302.0,12.0,18.0,22.0,12.0,5.0,0.0,32.0,41.0,13.0,11.0,5.0,24.0,8.0,1.0,38.0,17.0,2.0,3.0,17.0,20.0,1.0,0.0
17. Villaverde,17021,354.0,18.0,17.0,18.0,3.0,12.0,1.0,50.0,32.0,8.0,11.0,13.0,31.0,8.0,6.0,47.0,8.0,5.0,7.0,28.0,28.0,3.0,0.0
17. Villaverde,17022,409.0,20.0,34.0,37.0,18.0,9.0,2.0,39.0,52.0,20.0,22.0,11.0,24.0,12.0,1.0,40.0,14.0,6.0,1.0,22.0,24.0,0.0,1.0
17. Villaverde,17023,739.0,54.0,41.0,85.0,20.0,9.0,3.0,91.0,110.0,33.0,16.0,5.0,55.0,20.0,2.0,64.0,42.0,7.0,2.0,26.0,54.0,0.0,0.0
17. Villaverde,17024,680.0,42.0,50.0,77.0,19.0,14.0,0.0,77.0,81.0,34.0,23.0,6.0,34.0,20.0,9.0,62.0,29.0,3.0,2.0,36.0,60.0,1.0,1.0
17. Villaverde,17025,312.0,15.0,17.0,33.0,7.0,4.0,0.0,31.0,50.0,13.0,8.0,7.0,19.0,12.0,2.0,27.0,12.0,2.0,3.0,19.0,31.0,0.0,0.0
17. Villaverde,17026,492.0,30.0,35.0,48.0,21.0,6.0,0.0,48.0,77.0,22.0,21.0,6.0,33.0,10.0,4.0,41.0,25.0,4.0,3.0,25.0,32.0,0.0,1.0
17. Villaverde,17027,704.0,43.0,53.0,49.0,20.0,13.0,3.0,90.0,98.0,26.0,24.0,6.0,73.0,19.0,6.0,51.0,51.0,5.0,6.0,31.0,36.0,1.0,0.0
17. Villaverde,17028,453.0,27.0,39.0,49.0,11.0,7.0,2.0,53.0,48.0,28.0,25.0,3.0,41.0,10.0,3.0,33.0,19.0,3.0,1.0,13.0,37.0,1.0,0.0
17. Villaverde,17029,735.0,97.0,138.0,22.0,15.0,18.0,4.0,133.0,57.0,54.0,39.0,5.0,34.0,19.0,2.0,41.0,19.0,3.0,3.0,13.0,19.0,0.0,0.0
17. Villaverde,17031,365.0,16.0,25.0,31.0,14.0,6.0,1.0,42.0,26.0,14.0,19.0,10.0,25.0,15.0,10.0,30.0,12.0,3.0,5.0,26.0,34.0,0.0,1.0
17. Villaverde,17032,665.0,37.0,52.0,63.0,17.0,14.0,2.0,61.0,55.0,21.0,19.0,21.0,40.0,15.0,16.0,59.0,25.0,17.0,6.0,54.0,68.0,2.0,1.0
17. Villaverde,17033,477.0,27.0,42.0,26.0,11.0,7.0,3.0,51.0,39.0,17.0,21.0,23.0,22.0,10.0,17.0,47.0,17.0,12.0,7.0,29.0,49.0,0.0,0.0
17. Villaverde,17035,413.0,21.0,43.0,27.0,5.0,23.0,1.0,47.0,24.0,19.0,15.0,13.0,28.0,10.0,9.0,37.0,17.0,5.0,4.0,28.0,37.0,0.0,0.0
17. Villaverde,17036,340.0,11.0,28.0,42.0,10.0,8.0,1.0,34.0,36.0,15.0,11.0,5.0,18.0,6.0,10.0,32.0,4.0,4.0,0.0,25.0,39.0,0.0,1.0
17. Villaverde,17037,390.0,27.0,33.0,31.0,5.0,10.0,1.0,47.0,28.0,11.0,15.0,9.0,17.0,12.0,8.0,38.0,13.0,4.0,4.0,11.0,66.0,0.0,0.0
17. Villaverde,17038,460.0,23.0,19.0,42.0,12.0,4.0,1.0,53.0,52.0,13.0,9.0,17.0,34.0,12.0,6.0,35.0,17.0,11.0,3.0,31.0,66.0,0.0,0.0
17. Villaverde,17039,605.0,30.0,42.0,42.0,17.0,12.0,1.0,70.0,67.0,35.0,17.0,9.0,56.0,11.0,9.0,50.0,17.0,5.0,6.0,42.0,67.0,0.0,0.0
17. Villaverde,17041,375.0,33.0,29.0,31.0,5.0,10.0,0.0,38.0,23.0,14.0,15.0,15.0,19.0,5.0,3.0,23.0,20.0,8.0,6.0,28.0,48.0,1.0,1.0
17. Villaverde,17042,492.0,19.0,43.0,41.0,16.0,19.0,1.0,42.0,33.0,23.0,18.0,23.0,23.0,13.0,12.0,29.0,13.0,6.0,7.0,39.0,71.0,1.0,0.0
17. Villaverde,17043,638.0,20.0,36.0,48.0,21.0,9.0,0.0,72.0,54.0,25.0,25.0,17.0,44.0,20.0,16.0,73.0,18.0,7.0,8.0,47.0,76.0,2.0,0.0
17. Villaverde,17045,674.0,39.0,33.0,28.0,12.0,19.0,5.0,85.0,70.0,55.0,69.0,7.0,65.0,28.0,7.0,46.0,45.0,8.0,3.0,25.0,24.0,0.0,1.0
17. Villaverde,17046,620.0,27.0,24.0,53.0,16.0,13.0,1.0,78.0,94.0,44.0,22.0,7.0,39.0,20.0,10.0,54.0,22.0,7.0,4.0,34.0,49.0,0.0,2.0
17. Villaverde,17047,582.0,38.0,41.0,49.0,18.0,9.0,0.0,64.0,74.0,34.0,26.0,1.0,33.0,12.0,7.0,70.0,24.0,10.0,5.0,24.0,43.0,0.0,0.0
17. Villaverde,17048,660.0,39.0,53.0,36.0,18.0,9.0,0.0,93.0,69.0,30.0,14.0,10.0,76.0,20.0,6.0,57.0,64.0,11.0,2.0,21.0,32.0,0.0,0.0
17. Villaverde,17049,387.0,17.0,23.0,37.0,22.0,13.0,1.0,36.0,42.0,18.0,15.0,6.0,31.0,9.0,3.0,33.0,10.0,2.0,3.0,19.0,47.0,0.0,0.0
17. Villaverde,17050,553.0,40.0,42.0,77.0,23.0,13.0,0.0,66.0,81.0,30.0,17.0,2.0,25.0,15.0,8.0,47.0,8.0,3.0,3.0,17.0,35.0,0.0,1.0
17. Villaverde,17051,398.0,20.0,24.0,46.0,8.0,10.0,1.0,47.0,49.0,23.0,8.0,5.0,21.0,1.0,8.0,41.0,10.0,3.0,3.0,36.0,33.0,0.0,1.0
17. Villaverde,17052,428.0,18.0,21.0,49.0,22.0,11.0,1.0,37.0,97.0,15.0,14.0,3.0,19.0,5.0,4.0,47.0,16.0,2.0,1.0,16.0,30.0,0.0,0.0
17. Villaverde,17053,379.0,13.0,19.0,48.0,15.0,4.0,0.0,28.0,79.0,19.0,12.0,7.0,23.0,8.0,2.0,42.0,8.0,6.0,3.0,22.0,21.0,0.0,0.0
17. Villaverde,17054,449.0,25.0,20.0,55.0,13.0,7.0,1.0,43.0,73.0,24.0,13.0,4.0,29.0,8.0,6.0,42.0,12.0,5.0,4.0,25.0,39.0,1.0,0.0
17. Villaverde,17055,621.0,24.0,27.0,68.0,16.0,7.0,1.0,70.0,154.0,20.0,24.0,5.0,28.0,10.0,6.0,54.0,20.0,4.0,3.0,41.0,39.0,0.0,0.0
17. Villaverde,17057,569.0,46.0,41.0,59.0,17.0,11.0,1.0,51.0,70.0,24.0,20.0,9.0,32.0,18.0,7.0,56.0,18.0,4.0,2.0,32.0,51.0,0.0,0.0
17. Villaverde,17058,501.0,33.0,33.0,36.0,16.0,13.0,1.0,64.0,57.0,25.0,20.0,7.0,38.0,14.0,3.0,48.0,18.0,7.0,2.0,25.0,39.0,2.0,0.0
17. Villaverde,17059,529.0,35.0,37.0,60.0,13.0,7.0,0.0,56.0,64.0,30.0,15.0,9.0,27.0,11.0,2.0,58.0,25.0,4.0,3.0,31.0,42.0,0.0,0.0
17. Villaverde,17060,345.0,21.0,19.0,28.0,13.0,7.0,0.0,38.0,55.0,19.0,9.0,6.0,27.0,11.0,3.0,39.0,14.0,3.0,2.0,11.0,18.0,2.0,0.0
17. Villaverde,17061,435.0,23.0,27.0,31.0,11.0,10.0,1.0,52.0,42.0,21.0,10.0,9.0,25.0,9.0,5.0,46.0,10.0,7.0,10.0,30.0,56.0,0.0,0.0
17. Villaverde,17062,546.0,27.0,39.0,52.0,18.0,11.0,0.0,59.0,70.0,39.0,18.0,7.0,31.0,15.0,8.0,47.0,19.0,2.0,7.0,22.0,55.0,0.0,0.0
17. Villaverde,17063,390.0,25.0,20.0,47.0,11.0,9.0,1.0,46.0,54.0,19.0,13.0,1.0,24.0,9.0,5.0,39.0,12.0,4.0,1.0,21.0,28.0,1.0,0.0
17. Villaverde,17064,551.0,27.0,52.0,50.0,17.0,10.0,3.0,67.0,71.0,26.0,17.0,3.0,29.0,14.0,6.0,62.0,14.0,11.0,3.0,24.0,45.0,0.0,0.0
17. Villaverde,17065,426.0,16.0,18.0,46.0,10.0,11.0,2.0,43.0,64.0,18.0,13.0,3.0,32.0,6.0,6.0,48.0,18.0,4.0,2.0,22.0,44.0,0.0,0.0
17. Villaverde,17066,416.0,21.0,34.0,27.0,11.0,10.0,2.0,39.0,48.0,15.0,13.0,12.0,32.0,8.0,7.0,38.0,12.0,5.0,3.0,31.0,48.0,0.0,0.0
17. Villaverde,17068,777.0,59.0,71.0,47.0,26.0,29.0,0.0,138.0,81.0,47.0,31.0,18.0,50.0,11.0,9.0,63.0,23.0,6.0,1.0,33.0,34.0,0.0,0.0
17. Villaverde,17069,546.0,20.0,38.0,59.0,11.0,12.0,0.0,48.0,98.0,21.0,32.0,6.0,36.0,7.0,4.0,45.0,17.0,1.0,3.0,31.0,57.0,0.0,0.0
17. Villaverde,17070,500.0,21.0,22.0,54.0,18.0,3.0,1.0,42.0,132.0,19.0,12.0,3.0,53.0,9.0,2.0,42.0,28.0,5.0,2.0,12.0,20.0,0.0,0.0
17. Villaverde,17071,706.0,28.0,37.0,77.0,24.0,16.0,1.0,55.0,170.0,19.0,25.0,8.0,41.0,13.0,8.0,59.0,22.0,7.0,2.0,40.0,53.0,0.0,1.0
17. Villaverde,17072,435.0,31.0,46.0,23.0,9.0,11.0,3.0,51.0,46.0,33.0,14.0,4.0,23.0,13.0,7.0,33.0,8.0,9.0,5.0,28.0,38.0,0.0,0.0
17. Villaverde,17073,395.0,21.0,29.0,79.0,20.0,11.0,0.0,41.0,61.0,11.0,8.0,2.0,21.0,6.0,1.0,27.0,12.0,2.0,0.0,21.0,22.0,0.0,0.0
17. Villaverde,17074,331.0,16.0,12.0,53.0,8.0,5.0,0.0,28.0,60.0,11.0,9.0,4.0,22.0,7.0,1.0,34.0,15.0,4.0,0.0,13.0,29.0,0.0,0.0
17. Villaverde,17075,569.0,32.0,36.0,75.0,24.0,6.0,1.0,43.0,115.0,22.0,13.0,1.0,32.0,11.0,6.0,50.0,26.0,1.0,4.0,27.0,43.0,1.0,0.0
17. Villaverde,17076,489.0,8.0,25.0,87.0,18.0,5.0,1.0,29.0,148.0,15.0,12.0,0.0,25.0,6.0,3.0,44.0,13.0,1.0,2.0,18.0,29.0,0.0,0.0
17. Villaverde,17078,547.0,28.0,21.0,108.0,29.0,9.0,0.0,30.0,154.0,15.0,3.0,0.0,24.0,8.0,1.0,54.0,11.0,3.0,2.0,22.0,25.0,0.0,0.0
17. Villaverde,17079,385.0,33.0,34.0,66.0,18.0,10.0,2.0,54.0,55.0,19.0,6.0,1.0,23.0,7.0,1.0,28.0,3.0,2.0,1.0,11.0,11.0,0.0,0.0
17. Villaverde,17080,975.0,124.0,128.0,8.0,4.0,33.0,8.0,188.0,28.0,117.0,98.0,2.0,52.0,43.0,8.0,46.0,28.0,7.0,4.0,19.0,29.0,0.0,1.0
17. Villaverde,17082,618.0,46.0,42.0,87.0,17.0,12.0,3.0,77.0,77.0,44.0,14.0,2.0,40.0,10.0,7.0,62.0,19.0,2.0,1.0,22.0,34.0,0.0,0.0
17. Villaverde,17083,542.0,38.0,42.0,69.0,19.0,17.0,1.0,52.0,67.0,25.0,17.0,9.0,40.0,16.0,5.0,39.0,15.0,4.0,2.0,26.0,39.0,0.0,0.0
17. Villaverde,17084,425.0,31.0,32.0,56.0,11.0,14.0,1.0,52.0,64.0,32.0,12.0,3.0,22.0,7.0,5.0,28.0,6.0,9.0,3.0,14.0,23.0,0.0,0.0
17. Villaverde,17085,303.0,16.0,12.0,62.0,12.0,3.0,0.0,23.0,61.0,8.0,6.0,1.0,17.0,4.0,2.0,28.0,9.0,2.0,1.0,10.0,26.0,0.0,0.0
17. Villaverde,17086,316.0,18.0,14.0,57.0,12.0,5.0,0.0,22.0,78.0,10.0,5.0,2.0,17.0,2.0,1.0,26.0,13.0,1.0,1.0,12.0,20.0,0.0,0.0
17. Villaverde,17087,627.0,27.0,36.0,91.0,17.0,18.0,0.0,58.0,133.0,28.0,19.0,1.0,38.0,13.0,2.0,59.0,24.0,2.0,3.0,17.0,41.0,0.0,0.0
17. Villaverde,17089,459.0,35.0,27.0,66.0,16.0,5.0,1.0,51.0,71.0,25.0,17.0,4.0,33.0,7.0,1.0,32.0,11.0,4.0,0.0,21.0,32.0,0.0,0.0
17. Villaverde,17090,421.0,22.0,21.0,64.0,14.0,6.0,3.0,33.0,78.0,14.0,19.0,1.0,29.0,11.0,6.0,30.0,17.0,0.0,1.0,18.0,34.0,0.0,0.0
17. Villaverde,17091,427.0,31.0,35.0,47.0,10.0,11.0,1.0,42.0,58.0,21.0,11.0,4.0,22.0,15.0,3.0,34.0,20.0,6.0,2.0,21.0,31.0,0.0,2.0
17. Villaverde,17092,317.0,10.0,8.0,43.0,13.0,4.0,1.0,34.0,79.0,6.0,8.0,4.0,20.0,3.0,2.0,33.0,17.0,1.0,0.0,11.0,20.0,0.0,0.0
17. Villaverde,17093,273.0,9.0,14.0,40.0,6.0,4.0,0.0,25.0,58.0,7.0,10.0,0.0,28.0,8.0,1.0,21.0,14.0,3.0,0.0,10.0,15.0,0.0,0.0
17. Villaverde,17094,311.0,10.0,20.0,38.0,8.0,4.0,0.0,28.0,66.0,18.0,5.0,5.0,22.0,8.0,0.0,28.0,13.0,8.0,2.0,12.0,16.0,0.0,0.0
17. Villaverde,17095,355.0,18.0,22.0,60.0,14.0,7.0,1.0,32.0,61.0,24.0,12.0,3.0,22.0,7.0,2.0,26.0,9.0,0.0,3.0,16.0,15.0,0.0,1.0
17. Villaverde,17096,443.0,30.0,17.0,34.0,10.0,3.0,0.0,43.0,62.0,21.0,9.0,3.0,63.0,17.0,3.0,42.0,53.0,1.0,1.0,11.0,19.0,0.0,1.0
17. Villaverde,17097,563.0,32.0,25.0,43.0,10.0,4.0,0.0,68.0,124.0,12.0,13.0,4.0,68.0,9.0,4.0,49.0,62.0,0.0,0.0,17.0,18.0,1.0,0.0
17. Villaverde,17098,363.0,22.0,17.0,20.0,5.0,13.0,2.0,40.0,54.0,7.0,13.0,12.0,31.0,5.0,5.0,37.0,5.0,5.0,8.0,27.0,35.0,0.0,0.0
17. Villaverde,17099,256.0,9.0,7.0,10.0,3.0,5.0,0.0,25.0,43.0,6.0,6.0,3.0,26.0,1.0,4.0,40.0,35.0,0.0,2.0,15.0,16.0,0.0,0.0
17. Villaverde,17100,394.0,21.0,21.0,43.0,12.0,11.0,2.0,37.0,53.0,23.0,10.0,7.0,23.0,16.0,4.0,41.0,11.0,9.0,3.0,17.0,30.0,0.0,0.0
17. Villaverde,17101,769.0,85.0,62.0,51.0,18.0,12.0,1.0,97.0,108.0,47.0,24.0,3.0,54.0,17.0,8.0,73.0,31.0,3.0,2.0,32.0,41.0,0.0,0.0
17. Villaverde,17102,444.0,11.0,8.0,39.0,17.0,4.0,0.0,43.0,139.0,10.0,10.0,1.0,54.0,10.0,0.0,44.0,25.0,2.0,0.0,17.0,10.0,0.0,0.0
17. Villaverde,17103,803.0,64.0,63.0,44.0,10.0,18.0,2.0,106.0,99.0,55.0,38.0,2.0,72.0,66.0,6.0,51.0,50.0,3.0,4.0,18.0,32.0,0.0,0.0
17. Villaverde,17104,699.0,39.0,46.0,51.0,14.0,14.0,3.0,92.0,90.0,20.0,24.0,2.0,82.0,21.0,7.0,58.0,73.0,4.0,4.0,20.0,34.0,0.0,1.0
17. Villaverde,17105,540.0,27.0,35.0,26.0,12.0,3.0,0.0,69.0,70.0,24.0,9.0,0.0,83.0,17.0,1.0,38.0,69.0,6.0,0.0,13.0,38.0,0.0,0.0
17. Villaverde,17106,1105.0,74.0,156.0,22.0,15.0,34.0,9.0,153.0,52.0,93.0,50.0,16.0,86.0,79.0,15.0,68.0,74.0,13.0,6.0,39.0,50.0,1.0,0.0
17. Villaverde,17107,886.0,56.0,93.0,13.0,8.0,41.0,8.0,127.0,43.0,110.0,106.0,17.0,54.0,83.0,10.0,26.0,44.0,12.0,1.0,14.0,19.0,1.0,0.0
17. Villaverde,17108,583.0,49.0,48.0,13.0,15.0,12.0,2.0,98.0,49.0,49.0,48.0,3.0,52.0,42.0,3.0,35.0,43.0,4.0,0.0,10.0,8.0,0.0,0.0
17. Villaverde,17109,452.0,34.0,36.0,42.0,13.0,10.0,0.0,50.0,60.0,24.0,15.0,6.0,37.0,9.0,2.0,38.0,29.0,5.0,4.0,16.0,22.0,0.0,0.0
17. Villaverde,17110,767.0,42.0,74.0,20.0,10.0,35.0,8.0,110.0,32.0,85.0,110.0,8.0,47.0,81.0,7.0,31.0,41.0,3.0,0.0,14.0,9.0,0.0,0.0
17. Villaverde,17111,833.0,75.0,67.0,6.0,1.0,49.0,4.0,102.0,33.0,85.0,61.0,17.0,52.0,63.0,17.0,54.0,49.0,8.0,10.0,31.0,47.0,1.0,1.0
17. Villaverde,17112,706.0,43.0,68.0,14.0,7.0,21.0,7.0,93.0,42.0,72.0,93.0,9.0,45.0,42.0,7.0,50.0,52.0,9.0,4.0,11.0,17.0,0.0,0.0
17. Villaverde,17113,1044.0,85.0,100.0,46.0,13.0,38.0,1.0,171.0,94.0,117.0,89.0,12.0,85.0,37.0,6.0,41.0,68.0,8.0,0.0,19.0,13.0,0.0,1.0
17. Villaverde,17114,603.0,37.0,52.0,19.0,7.0,16.0,3.0,97.0,29.0,73.0,86.0,7.0,42.0,39.0,3.0,33.0,22.0,2.0,1.0,19.0,15.0,0.0,1.0
17. Villaverde,17115,814.0,63.0,94.0,18.0,6.0,28.0,8.0,139.0,27.0,144.0,136.0,16.0,22.0,28.0,12.0,26.0,17.0,3.0,0.0,12.0,14.0,0.0,1.0
17. Villaverde,17116,445.0,41.0,29.0,27.0,7.0,8.0,1.0,58.0,42.0,10.0,8.0,1.0,57.0,13.0,1.0,33.0,65.0,2.0,0.0,17.0,25.0,0.0,0.0
17. Villaverde,17117,916.0,79.0,99.0,17.0,6.0,72.0,4.0,168.0,21.0,152.0,121.0,20.0,31.0,27.0,9.0,42.0,16.0,5.0,2.0,12.0,12.0,1.0,0.0
17. Villaverde,17118,930.0,90.0,74.0,47.0,15.0,19.0,2.0,173.0,103.0,81.0,49.0,3.0,46.0,12.0,5.0,82.0,45.0,2.0,3.0,32.0,47.0,0.0,0.0
18. Villa de Vallecas,18002,511.0,20.0,40.0,38.0,12.0,7.0,1.0,66.0,60.0,35.0,24.0,0.0,58.0,17.0,1.0,45.0,30.0,7.0,1.0,23.0,25.0,0.0,1.0
18. Villa de Vallecas,18003,346.0,12.0,22.0,42.0,9.0,11.0,0.0,48.0,61.0,31.0,18.0,3.0,13.0,15.0,0.0,22.0,5.0,1.0,3.0,13.0,17.0,0.0,0.0
18. Villa de Vallecas,18004,443.0,27.0,26.0,46.0,13.0,8.0,4.0,49.0,67.0,21.0,16.0,2.0,39.0,8.0,2.0,34.0,27.0,4.0,1.0,22.0,27.0,0.0,0.0
18. Villa de Vallecas,18005,444.0,31.0,29.0,42.0,10.0,12.0,0.0,69.0,56.0,28.0,22.0,8.0,19.0,11.0,2.0,42.0,13.0,4.0,3.0,19.0,24.0,0.0,0.0
